run_name,episode,mean_wr,std_wr,mean_reward_density
irl_optimal_N200_mc,10000,0.158875,0.016459704584226284,1.0
irl_optimal_N200_mc,20000,0.23562499999999997,0.0063970207909619875,1.0
irl_optimal_N200_mc,30000,0.267125,0.009215306560283262,1.0
irl_optimal_N200_mc,40000,0.30074999999999996,0.010065411069598707,1.0
irl_optimal_N200_mc,50000,0.3145,0.00762397534098846,1.0
irl_optimal_N200_mc,60000,0.329625,0.011975887232268004,1.0
irl_optimal_N200_mc,70000,0.35187499999999994,0.005128047874191508,1.0
irl_optimal_N200_mc,80000,0.3585,0.005533985905294669,1.0
irl_optimal_N200_mc,90000,0.368,0.00795298686029344,1.0
irl_optimal_N200_mc,100000,0.37875000000000003,0.009908960591303216,1.0
irl_optimal_N200_mc,110000,0.374625,0.007309026953021866,1.0
irl_optimal_N200_mc,120000,0.385875,0.011199190818983318,1.0
irl_optimal_N200_mc,130000,0.39237500000000003,0.0057159316825868434,1.0
irl_optimal_N200_mc,140000,0.399125,0.014055136961267927,1.0
irl_optimal_N200_mc,150000,0.39337500000000003,0.014728267888655467,1.0
irl_optimal_N200_mc,160000,0.39487500000000003,0.005424193488436788,1.0
irl_optimal_N200_mc,170000,0.41024999999999995,0.0030516389039334283,1.0
irl_optimal_N200_mc,180000,0.39875,0.004534589286804244,1.0
irl_optimal_N200_mc,190000,0.40962499999999996,0.017675459682848414,1.0
irl_optimal_N200_mc,200000,0.399,0.007607562027351458,1.0
irl_optimal_N200_mc,210000,0.40325,0.014091220671041942,1.0
irl_optimal_N200_mc,220000,0.411375,0.007781187248742943,1.0
irl_optimal_N200_mc,230000,0.40599999999999997,0.0036055512754639696,1.0
irl_optimal_N200_mc,240000,0.40712499999999996,0.007829232082394779,1.0
irl_optimal_N200_mc,250000,0.42725,0.010425329730996531,1.0
irl_optimal_N200_mc,260000,0.40925,0.003913118960624611,1.0
irl_optimal_N200_mc,270000,0.42,0.010446291207888075,1.0
irl_optimal_N200_mc,280000,0.401625,0.00569402098696517,1.0
irl_optimal_N200_mc,290000,0.4215,0.0036912057650583534,1.0
irl_optimal_N200_mc,300000,0.404875,0.009977318026403673,1.0
irl_optimal_N200_mc,310000,0.43224999999999997,0.006269968101992231,1.0
irl_optimal_N200_mc,320000,0.42762500000000003,0.012074637675723452,1.0
irl_optimal_N200_mc,330000,0.41212499999999996,0.004682080200081995,1.0
irl_optimal_N200_mc,340000,0.412875,0.003109963826156185,1.0
irl_optimal_N200_mc,350000,0.43400000000000005,0.0047696960070847325,1.0
irl_optimal_N200_mc,360000,0.433875,0.0037479160876412406,1.0
