run_name,episode,mean_wr,std_wr,mean_reward_density
naive_curiosity_mc,10000,0.042749999999999996,0.002512468905280222,0.7747491324668427
naive_curiosity_mc,20000,0.067625,0.010922310881860122,0.7747491324668427
naive_curiosity_mc,30000,0.09175,0.012983162172598785,0.7747491324668427
naive_curiosity_mc,40000,0.132625,0.01570181120125955,0.7747491324668427
naive_curiosity_mc,50000,0.140625,0.011577861417377561,0.7747491324668427
naive_curiosity_mc,60000,0.17725000000000002,0.012925265954710562,0.7747491324668427
naive_curiosity_mc,70000,0.1845,0.011624327937562672,0.7747491324668427
naive_curiosity_mc,80000,0.199875,0.01909638381998016,0.7747491324668427
naive_curiosity_mc,90000,0.21100000000000002,0.01599609327304639,0.7747491324668427
naive_curiosity_mc,100000,0.21775,0.004776243293635705,0.7747491324668427
naive_curiosity_mc,110000,0.21875,0.013297086146972193,0.7747491324668427
naive_curiosity_mc,120000,0.227375,0.021325967152745977,0.7747491324668427
naive_curiosity_mc,130000,0.24575,0.01243734296383275,0.7747491324668427
naive_curiosity_mc,140000,0.252625,0.01131577991125668,0.7747491324668427
naive_curiosity_mc,150000,0.248,0.007607562027351476,0.7747491324668427
naive_curiosity_mc,160000,0.25587499999999996,0.020163007588155105,0.7747491324668427
naive_curiosity_mc,170000,0.26825,0.016296088487732258,0.7747491324668427
naive_curiosity_mc,180000,0.250375,0.020372699256603195,0.7747491324668427
naive_curiosity_mc,190000,0.26775,0.023580977503063774,0.7747491324668427
naive_curiosity_mc,200000,0.261125,0.006248749874974999,0.7747491324668427
naive_curiosity_mc,210000,0.267,0.01271318213509111,0.7747491324668427
naive_curiosity_mc,220000,0.268,0.012262748468430711,0.7747491324668427
naive_curiosity_mc,230000,0.27625,0.015927570436196466,0.7747491324668427
naive_curiosity_mc,240000,0.27812499999999996,0.019991795192028147,0.7747491324668427
naive_curiosity_mc,250000,0.26825,0.025155764746872627,0.7747491324668427
naive_curiosity_mc,260000,0.27675,0.0212735163995048,0.7747491324668427
naive_curiosity_mc,270000,0.28700000000000003,0.024482136344690177,0.7747491324668427
naive_curiosity_mc,280000,0.27212499999999995,0.018799517945947433,0.7747491324668427
naive_curiosity_mc,290000,0.27599999999999997,0.027057808484797875,0.7747491324668427
naive_curiosity_mc,300000,0.2665,0.024525496936861436,0.7747491324668427
naive_curiosity_mc,310000,0.265125,0.023144586300040015,0.7747491324668427
naive_curiosity_mc,320000,0.26137499999999997,0.02702863065343859,0.7747491324668427
naive_curiosity_mc,330000,0.27675,0.03066247706888666,0.7747491324668427
naive_curiosity_mc,340000,0.26812499999999995,0.023728608787706034,0.7747491324668427
naive_curiosity_mc,350000,0.25937499999999997,0.026812718530577984,0.7747491324668427
naive_curiosity_mc,360000,0.261375,0.03533301395295906,0.7747491324668427
naive_curiosity_mc,370000,0.2525,0.0350356960827097,0.7747491324668427
naive_curiosity_mc,380000,0.26849999999999996,0.03448550420104077,0.7747491324668427
naive_curiosity_mc,390000,0.2645,0.02527103084561451,0.7747491324668427
naive_curiosity_mc,400000,0.25575000000000003,0.038043560558917194,0.7747491324668427
naive_curiosity_mc,410000,0.24487499999999998,0.02576425576258704,0.7747491324668427
naive_curiosity_mc,420000,0.2395,0.021020823009577916,0.7747491324668427
naive_curiosity_mc,430000,0.251625,0.02316348149566467,0.7747491324668427
naive_curiosity_mc,440000,0.2475,0.03065330324777412,0.7747491324668427
naive_curiosity_mc,450000,0.24425,0.022788429081443927,0.7747491324668427
naive_curiosity_mc,460000,0.24875000000000003,0.01382253594677909,0.7747491324668427
naive_curiosity_mc,470000,0.231,0.019309971517327523,0.7747491324668427
naive_curiosity_mc,480000,0.22325,0.008785641695402796,0.7747491324668427
naive_curiosity_mc,490000,0.22475,0.0064468984791138184,0.7747491324668427
naive_curiosity_mc,500000,0.231875,0.01186051748449451,0.7747491324668427
naive_curiosity_mc,510000,0.24150000000000002,0.014443856825654291,0.7747491324668427
naive_curiosity_mc,520000,0.217,0.009823441352194259,0.7747491324668427
naive_curiosity_mc,530000,0.23125,0.010262187875886892,0.7747491324668427
naive_curiosity_mc,540000,0.223125,0.008883798455615701,0.7747491324668427
naive_curiosity_mc,550000,0.229125,0.008727650027355583,0.7747491324668427
naive_curiosity_mc,560000,0.21875,0.0040078048854703535,0.7747491324668427
naive_curiosity_mc,570000,0.22974999999999998,0.015171931320698759,0.7747491324668427
naive_curiosity_mc,580000,0.218875,0.019533224900154102,0.7747491324668427
naive_curiosity_mc,590000,0.237125,0.006958582829858384,0.7747491324668427
naive_curiosity_mc,600000,0.222375,0.004628377145393409,0.7747491324668427
naive_curiosity_mc,610000,0.21425,0.010139649895336632,0.7747491324668427
naive_curiosity_mc,620000,0.223,0.01704772712123232,0.7747491324668427
naive_curiosity_mc,630000,0.22525,0.0030516389039334283,0.7747491324668427
naive_curiosity_mc,640000,0.21,0.007607562027351468,0.7747491324668427
naive_curiosity_mc,650000,0.2165,0.006946221994724909,0.7747491324668427
naive_curiosity_mc,660000,0.22575,0.008196798155377499,0.7747491324668427
naive_curiosity_mc,670000,0.222125,0.0071621836753884,0.7747491324668427
naive_curiosity_mc,680000,0.20475,0.011171951485752162,0.7747491324668427
naive_curiosity_mc,690000,0.22974999999999998,0.010877154958903543,0.7747491324668427
naive_curiosity_mc,700000,0.220375,0.015465182669467562,0.7747491324668427
naive_curiosity_mc,710000,0.22124999999999997,0.01298797520786054,0.7747491324668427
naive_curiosity_mc,720000,0.20837499999999998,0.004349928160326323,0.7747491324668427
naive_curiosity_mc,730000,0.2075,0.013977660748494367,0.7747491324668427
naive_curiosity_mc,740000,0.223875,0.012621286582595296,0.7747491324668427
naive_curiosity_mc,750000,0.2135,0.011592023119369629,0.7747491324668427
naive_curiosity_mc,760000,0.21887500000000001,0.0036806079660838677,0.7747491324668427
naive_curiosity_mc,770000,0.212,0.009387491677759294,0.7747491324668427
naive_curiosity_mc,780000,0.21175,0.006005206074732162,0.7747491324668427
naive_curiosity_mc,790000,0.21462499999999998,0.015553837950808159,0.7747491324668427
naive_curiosity_mc,800000,0.204,0.007754031209635407,0.7747491324668427
naive_curiosity_mc,810000,0.21187499999999998,0.005824248878610877,0.7747491324668427
